HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
61218	10	3	4	4	9	10	8	9	9	6	10	10	2	2	6	3	7	8	8	6
61219	10	1	8	1	3	2	5	2	7	9	1	7	8	5	4	3	2	7	10	5
61220	8	8	3	9	4	2	10	1	5	3	10	9	6	7	7	9	1	1	4	8
61221	6	9	8	8	7	7	7	5	6	4	6	1	5	5	4	7	6	2	4	3
61222	9	10	2	2	4	6	9	1	5	6	6	7	9	5	2	10	10	1	9	1
61223	4	8	8	7	2	1	2	7	6	3	3	9	3	4	4	5	1	1	10	3
61224	6	7	1	1	9	9	4	9	1	1	7	9	10	8	3	2	8	6	7	8
61225	7	4	4	3	2	2	8	9	1	2	5	6	10	4	10	4	7	9	5	9
61226	4	8	7	2	4	8	1	2	7	4	4	6	3	8	4	3	7	2	10	7
61227	7	2	4	9	2	8	1	8	2	7	3	1	9	9	9	10	3	4	10	2
61228	7	7	3	4	3	8	5	2	7	8	10	3	4	3	2	2	9	2	10	3
61229	10	3	3	8	8	5	3	2	3	1	7	8	9	4	4	2	8	2	1	2
61230	4	5	6	7	6	8	8	10	8	3	7	4	10	9	1	10	6	9	1	7
61231	3	1	8	4	5	3	9	7	7	1	7	1	10	7	7	8	4	1	4	7
61232	6	1	6	1	5	2	5	9	5	6	1	9	7	1	7	4	9	4	8	10
61233	6	3	9	3	9	6	10	2	7	1	3	4	3	2	3	8	8	2	9	5
61234	2	3	5	6	8	6	7	10	8	10	2	5	10	9	7	2	3	4	4	8
61235	6	4	5	6	6	1	2	6	7	1	9	2	1	3	5	5	9	6	1	10
61236	3	4	2	9	7	6	3	7	9	3	2	5	2	10	2	10	9	1	10	3
61237	10	9	9	8	4	10	9	6	6	10	5	5	7	8	7	1	4	6	2	3
61283	9	3	6	7	4	4	3	5	9	4	5	2	9	8	2	1	7	2	5	10
61284	8	7	6	6	7	6	8	7	1	3	6	4	8	7	6	8	4	9	2	8
61285	6	1	4	8	9	8	3	2	6	10	10	2	1	4	4	6	5	5	4	1
61286	7	2	5	5	1	6	4	1	9	9	2	9	3	7	2	2	3	4	7	6
61287	5	1	6	8	2	8	3	8	10	4	10	6	7	9	10	7	6	5	8	8
61288	7	6	10	5	8	10	1	2	10	8	9	7	3	7	5	1	2	3	6	9
61289	4	4	4	9	8	4	6	10	10	8	6	7	3	4	1	10	5	4	10	7
61290	5	7	5	8	6	3	8	3	4	4	9	10	3	1	2	6	6	9	2	6
61291	10	9	9	9	3	3	7	5	7	6	1	6	7	9	7	9	9	2	10	8
61292	5	6	4	5	4	1	8	4	5	4	1	5	10	10	7	8	10	8	3	8
61293	4	3	1	7	7	5	10	6	4	6	8	1	10	8	10	1	5	2	4	9
61294	4	10	9	7	4	8	7	2	4	5	8	6	9	8	7	7	4	10	6	3
61300	3	2	6	4	7	10	2	9	1	7	9	10	1	7	7	8	2	9	9	10
61301	6	1	3	6	2	2	9	9	8	1	4	8	2	1	5	10	6	8	3	9
61302	10	9	9	7	5	2	8	9	10	9	3	5	1	6	2	7	10	1	6	1
61303	7	5	6	4	6	2	3	2	5	4	7	7	10	1	10	10	2	4	3	7
61304	1	10	2	10	2	9	5	9	6	6	5	3	4	1	3	6	9	4	6	6
61305	9	1	5	5	7	9	8	3	8	6	2	10	3	7	1	5	9	7	6	8
61306	4	5	1	10	2	3	7	1	3	3	1	6	9	3	4	8	10	3	6	9
61307	3	8	5	6	10	3	8	1	6	6	5	9	10	7	3	5	9	4	6	3
61308	10	10	9	4	10	2	1	3	5	8	10	6	5	5	3	5	5	7	1	4
61309	9	1	1	10	10	9	2	4	8	8	10	5	2	3	10	8	7	3	9	5
61310	5	5	7	4	2	5	9	6	2	10	4	3	9	3	6	1	10	6	2	3
61311	8	1	7	3	7	9	9	3	10	9	5	7	3	5	5	6	8	5	7	10
61312	9	4	3	10	1	5	3	9	6	4	1	10	1	3	1	10	10	6	5	9
61313	3	7	1	2	2	10	3	7	6	6	7	10	5	8	10	7	10	8	7	8
61314	2	3	4	2	2	2	9	8	8	3	1	3	10	8	5	7	5	1	1	1
61315	4	2	1	4	9	8	6	4	9	10	9	6	10	10	4	3	6	9	4	2
61316	5	4	1	6	5	10	8	1	8	4	1	4	5	7	2	2	9	6	8	9
61317	8	1	10	5	2	1	8	10	7	8	10	4	4	6	1	5	7	8	2	3
61318	3	4	4	3	6	4	7	6	10	2	6	4	7	9	6	6	4	9	7	1
61364	9	8	6	4	5	1	1	8	1	3	1	4	5	4	5	1	9	1	7	10
61365	1	3	9	9	7	3	10	3	10	5	8	7	8	5	7	2	9	2	7	2
61366	5	5	7	9	5	8	2	6	5	10	3	8	10	9	9	3	7	5	7	4
61367	10	3	8	6	4	6	4	4	1	7	7	10	5	2	10	3	7	1	3	8
61368	6	7	4	9	2	5	5	4	5	8	10	5	3	5	3	5	10	8	5	3
61369	10	1	5	6	4	3	4	3	8	9	9	1	10	4	6	5	10	1	5	2
61370	10	3	2	10	9	3	6	10	3	1	4	4	3	8	5	5	7	3	7	10
61371	7	7	10	4	6	10	7	8	6	4	9	10	1	6	3	8	4	2	2	3
61372	2	2	6	3	5	4	5	2	2	8	4	6	4	2	8	2	6	6	10	9
61373	10	1	10	7	1	10	10	10	3	6	10	7	5	5	3	4	3	6	5	3
61374	8	8	8	2	3	9	5	1	10	3	2	4	5	3	10	3	3	5	8	8
61375	9	1	1	1	4	6	10	6	8	7	8	5	6	2	3	4	1	7	7	6
61380	9	7	3	10	8	7	8	5	5	2	1	3	8	7	9	4	5	1	10	1
61382	7	7	5	2	1	1	6	5	5	1	5	4	5	10	1	7	7	10	5	6
61383	10	7	5	10	5	8	6	9	2	1	7	8	5	8	10	3	2	2	4	5
61384	10	7	9	6	4	1	3	4	1	9	10	3	1	5	8	3	6	4	3	3
61385	2	4	6	7	10	7	3	8	6	9	2	3	10	3	7	6	7	10	6	8
61386	7	7	2	1	8	9	2	5	4	2	5	3	1	10	7	1	10	8	8	2
61387	9	4	2	9	6	5	10	6	4	8	7	4	10	8	6	7	6	5	4	1
61388	7	6	10	8	4	10	7	9	10	3	3	4	3	7	5	4	6	4	1	10
61389	3	5	8	10	2	2	2	1	4	8	6	10	8	4	2	5	3	8	2	7
61390	3	8	2	8	6	7	5	7	7	6	9	1	8	2	2	6	7	6	7	7
61391	4	4	4	8	7	3	3	8	2	5	6	8	5	1	10	9	9	5	5	1
61392	6	1	5	5	6	2	2	5	4	6	9	3	2	10	10	5	2	10	9	6
61393	7	1	4	4	6	8	5	1	7	2	9	6	7	9	5	8	3	7	6	2
61394	8	10	9	4	1	7	5	7	3	8	1	6	3	6	8	1	1	1	3	2
61395	3	4	4	7	1	1	10	10	3	5	7	3	5	8	2	7	7	9	2	3
61396	10	7	5	8	2	5	9	10	6	5	4	7	3	6	3	2	8	6	2	7
61397	7	3	6	2	7	10	6	5	9	4	9	5	6	9	9	6	9	6	6	1
61398	4	8	10	9	8	4	3	5	10	9	2	1	6	10	1	3	4	8	3	9
61445	7	6	10	2	10	5	9	9	7	8	2	6	3	7	2	3	3	1	10	4
61446	9	5	10	3	3	4	8	6	4	3	4	1	1	4	3	3	3	7	9	8
61447	8	7	9	8	10	8	6	10	9	9	1	4	2	9	1	9	4	1	3	3
61448	7	3	9	7	5	1	6	4	6	4	7	8	6	7	2	7	8	5	5	7
61449	2	7	4	1	7	8	4	2	10	4	4	3	8	3	8	7	10	9	10	4
61450	1	6	7	5	4	3	7	9	3	1	10	3	7	2	6	3	8	7	2	7
61451	5	10	4	3	4	6	2	3	9	9	10	7	9	6	8	4	1	10	9	1
61452	8	9	4	6	9	2	5	7	7	4	9	5	2	1	5	1	2	8	7	7
61453	6	10	3	6	5	5	7	7	4	8	10	2	1	8	10	1	7	7	7	2
61454	7	8	4	1	7	7	2	10	7	2	6	7	2	6	4	7	9	4	8	10
61455	5	6	2	1	4	10	2	5	5	3	5	1	5	7	9	3	10	8	8	5
61456	8	9	8	2	3	9	2	7	2	7	7	1	7	7	2	7	2	7	6	4
61464	6	2	6	1	10	8	1	8	8	10	5	2	10	4	7	10	2	7	7	1
61465	4	6	1	3	5	10	6	1	4	5	7	2	8	8	9	5	2	3	4	1
61466	8	3	10	4	7	6	1	4	7	9	9	9	6	3	9	10	9	5	3	1
61467	9	4	7	9	1	1	8	6	7	1	5	7	7	3	1	3	9	10	2	3
61468	4	6	4	4	4	6	2	9	1	3	3	8	2	9	4	10	5	6	7	8
61469	3	4	3	1	2	2	1	7	3	7	4	10	1	4	8	6	3	6	7	9
61470	7	10	3	1	8	1	7	1	2	10	8	1	9	4	2	2	7	2	7	2
61471	6	10	4	1	9	10	6	7	2	1	7	8	4	9	9	7	10	5	3	4
61472	6	9	1	7	2	2	2	7	10	3	3	7	2	10	5	5	3	8	9	10
61473	2	5	2	7	6	3	7	1	10	10	2	5	1	7	5	9	8	1	5	1
61474	2	6	3	10	2	4	6	7	7	3	2	10	3	9	9	1	9	4	10	3
61475	4	6	10	2	8	3	10	2	2	8	7	6	4	9	2	4	6	1	6	8
61476	5	10	3	9	2	4	10	4	6	3	5	2	4	7	6	4	5	3	6	1
61477	10	5	1	6	3	10	2	10	6	7	7	1	6	5	7	6	3	4	1	9
61478	8	9	7	5	10	3	8	10	6	2	7	4	1	8	7	6	6	8	4	1
61479	1	5	10	6	9	9	7	10	7	10	2	7	9	1	9	4	1	8	2	6
61480	10	6	7	7	10	2	9	8	3	7	9	8	3	1	2	7	6	5	10	3
61527	1	7	2	4	10	5	5	1	2	3	10	1	9	9	8	4	9	5	4	8
61528	6	1	6	9	3	8	1	5	4	10	7	8	3	6	2	2	9	10	10	7
61529	8	6	2	10	1	1	8	9	8	1	4	10	8	9	8	1	5	3	1	10
61530	9	9	8	6	3	8	5	4	7	3	8	9	8	4	10	4	5	9	4	1
61531	1	9	3	1	10	8	10	6	6	6	3	8	1	8	5	8	9	1	3	1
61532	8	9	3	4	3	8	6	5	9	8	4	1	4	2	7	8	9	6	9	2
61533	3	8	10	8	1	7	4	7	4	1	6	8	8	4	4	9	10	1	6	7
61534	10	1	3	7	9	8	6	4	10	10	3	3	3	10	1	9	8	2	5	1
61535	2	5	10	1	10	4	8	7	3	9	4	3	3	4	9	4	1	7	5	6
61536	9	2	1	3	2	6	10	10	8	3	9	9	10	5	4	8	7	7	10	7
61537	1	2	6	1	6	9	10	8	8	8	5	3	5	4	9	8	6	6	7	3
61543	9	7	1	7	1	5	1	10	7	9	8	5	6	5	3	10	9	2	5	9
61545	9	1	9	1	9	8	2	7	3	5	5	3	7	6	2	4	4	4	9	3
61546	5	1	2	10	3	7	2	5	2	4	1	2	5	8	4	1	2	8	5	7
61547	10	10	4	9	4	8	5	3	2	10	5	6	7	8	8	9	6	6	5	5
61548	9	8	4	4	3	6	8	1	8	3	8	7	4	1	6	3	10	8	2	1
61549	7	4	6	7	9	5	2	8	1	7	5	9	3	7	9	5	1	9	3	2
61550	4	7	5	1	4	7	10	2	2	7	8	10	9	2	5	10	9	1	6	3
61551	4	2	7	3	7	5	5	7	4	4	10	9	5	7	4	2	2	2	3	10
61552	3	5	7	7	7	7	5	8	3	2	3	4	10	1	8	3	7	7	7	2
61553	8	10	3	9	3	4	4	3	2	7	8	10	4	7	10	6	10	10	6	4
61554	5	1	1	9	2	4	9	7	8	7	1	2	7	5	7	9	7	1	7	9
61555	3	9	1	5	5	9	5	10	3	1	4	4	9	1	4	3	5	2	3	7
61556	6	4	1	7	2	5	9	9	3	9	7	9	7	10	8	10	2	6	8	5
61557	4	5	2	1	1	3	5	4	10	5	6	4	8	8	6	6	4	3	5	8
61558	5	7	2	4	6	5	2	1	6	2	5	9	7	6	1	7	3	5	8	4
61559	3	4	10	7	10	3	6	10	9	3	2	10	1	6	10	2	8	10	4	10
61560	6	1	9	1	2	6	2	5	6	7	7	1	10	1	4	10	2	9	1	7
61561	10	8	8	9	8	4	1	10	4	8	6	9	4	9	10	7	7	1	6	4
61607	6	10	10	5	2	3	3	8	5	9	5	1	1	8	7	3	9	8	9	4
61608	7	8	6	9	8	4	1	10	6	6	3	9	7	5	3	7	2	6	7	8
61609	2	5	8	5	9	3	7	10	2	10	4	3	6	10	8	4	5	5	10	9
61610	1	1	4	4	3	8	3	7	8	3	6	8	2	1	8	2	8	5	9	4
61611	5	2	9	4	6	9	8	6	4	1	6	8	1	7	4	1	3	5	2	3
61612	1	1	6	1	2	3	6	2	8	10	9	6	5	9	4	6	9	10	10	10
61613	4	8	10	8	3	9	7	1	3	5	7	10	8	7	7	3	4	4	6	8
61614	5	8	3	1	8	7	1	3	4	6	2	10	8	1	1	7	5	7	4	9
61615	1	10	9	3	10	1	5	4	2	5	4	1	1	1	2	3	5	7	3	2
61616	3	8	3	7	6	8	8	5	6	10	1	4	8	6	6	2	3	9	3	4
61617	2	3	10	9	1	2	8	5	2	8	3	6	1	4	4	3	8	1	1	8
61626	9	9	9	4	10	4	2	5	2	7	6	5	2	7	4	2	6	1	4	1
61627	8	8	10	5	2	9	9	6	8	9	8	9	8	5	4	2	4	10	9	6
61628	3	7	9	3	4	2	6	4	3	8	2	8	3	10	10	3	4	4	1	10
61629	2	3	8	10	6	2	9	3	8	7	4	10	4	4	6	3	9	5	1	9
61630	10	2	9	6	2	9	6	4	9	4	6	6	7	6	2	3	7	10	10	3
61631	10	5	4	6	4	6	1	3	4	6	3	2	3	7	3	5	8	6	2	9
61632	1	3	2	7	4	10	2	3	5	4	1	6	9	4	6	3	10	2	2	2
61633	5	10	4	2	6	8	3	1	5	4	6	1	5	6	2	4	2	4	6	7
61634	9	6	2	4	2	7	8	6	6	10	1	4	10	3	6	1	4	8	5	10
61635	5	9	7	6	3	9	6	4	5	3	4	5	9	6	8	7	1	10	10	6
61636	1	10	9	5	4	7	2	9	9	3	7	1	6	3	4	2	9	2	7	5
61637	10	4	3	6	5	2	4	2	1	9	7	7	2	8	10	8	7	1	9	4
61638	1	4	9	3	6	2	4	3	6	4	2	9	2	6	2	3	6	3	5	10
61639	1	2	2	6	7	5	8	7	3	6	3	5	8	6	6	8	3	8	6	8
61640	3	7	10	7	10	8	4	8	4	7	4	7	1	5	7	7	7	5	7	9
61689	2	1	4	10	3	3	5	1	8	4	6	6	3	3	3	9	8	3	7	5
61690	10	8	4	8	2	3	4	6	5	4	6	4	2	7	8	5	7	5	4	9
61691	10	2	9	7	2	2	7	4	1	7	1	2	8	3	5	5	5	9	8	2
61692	2	6	10	9	1	6	5	4	6	8	2	9	4	9	1	6	4	5	9	10
61693	8	7	7	6	10	2	5	7	6	1	6	4	7	6	7	7	4	4	5	10
61694	7	2	5	10	4	9	1	6	2	2	1	4	5	3	9	8	6	8	4	1
61695	7	8	1	9	1	2	4	10	5	6	5	5	2	6	4	6	8	1	4	7
61696	4	2	1	9	3	10	6	5	1	9	7	4	5	9	8	6	4	9	7	6
61697	4	9	5	2	7	9	3	6	8	3	6	8	3	7	6	1	10	8	9	5
61698	3	2	3	2	7	1	1	5	2	4	10	8	6	3	6	7	5	7	3	8
61699	5	6	8	9	9	6	7	1	7	1	1	10	9	3	4	1	9	7	3	5
61707	7	4	6	8	5	8	6	4	2	4	10	6	10	5	8	5	10	4	1	8
61708	6	3	1	4	10	1	7	4	10	5	10	2	7	2	3	6	1	4	3	2
61709	9	1	9	5	5	9	10	8	8	4	5	7	3	4	7	2	8	3	4	3
61710	4	6	3	9	4	8	1	2	3	5	1	1	8	5	4	3	3	1	6	7
61711	7	5	5	7	1	8	2	2	3	10	3	6	5	8	5	6	2	3	7	9
61712	5	5	1	6	1	6	8	6	2	6	9	10	1	1	7	8	7	5	3	8
61713	4	5	4	4	5	6	10	10	6	2	2	8	2	4	9	1	2	1	6	8
61714	2	10	9	10	7	7	4	3	6	4	3	2	8	1	8	5	7	1	3	3
61715	8	3	3	8	9	3	3	1	8	7	10	5	5	3	1	5	9	5	1	9
61716	7	1	6	6	8	8	3	9	5	7	10	5	3	8	7	9	8	9	4	7
61717	8	6	7	4	5	6	7	1	10	10	9	10	1	3	4	2	7	8	4	4
61718	2	9	8	5	1	4	2	1	3	4	4	1	1	9	4	1	5	3	6	8
61719	1	4	10	8	9	6	6	3	9	4	4	8	4	2	2	3	10	10	3	7
61720	1	4	1	1	3	5	4	10	8	1	2	10	2	5	9	3	3	6	2	6
61721	5	8	5	6	3	1	7	1	2	3	9	1	7	8	10	5	5	3	9	5
61722	3	7	2	9	6	8	4	8	5	5	1	4	4	7	3	9	7	7	4	3
61723	2	7	2	1	6	7	3	6	3	2	8	3	3	1	1	2	7	5	6	2
61770	5	5	7	4	2	10	9	2	5	8	9	5	3	8	10	1	4	10	3	8
61771	2	6	1	1	8	5	6	3	6	2	2	7	2	1	1	1	1	6	2	5
61772	10	9	9	4	9	1	7	1	1	4	8	7	4	8	6	5	3	2	5	3
61773	1	8	7	9	9	10	8	1	5	10	8	10	8	6	6	10	8	2	10	6
61774	3	8	2	5	1	8	10	4	3	10	5	8	7	3	7	4	7	7	4	5
61775	1	4	5	2	3	7	9	5	2	6	2	10	8	5	8	4	9	8	10	8
61776	1	8	3	10	7	3	3	5	8	2	5	4	5	6	6	9	1	5	2	3
61777	10	8	2	6	8	10	9	6	8	5	10	8	3	9	3	6	5	7	4	10
61778	7	8	7	1	5	3	5	5	5	8	6	2	5	7	6	7	5	1	4	1
61779	3	2	5	4	8	8	3	4	2	8	2	7	3	4	2	4	6	5	2	9
61780	9	7	6	6	1	1	6	3	1	9	7	3	1	2	1	2	6	1	5	6
61786	5	1	2	5	10	5	10	3	9	10	4	6	9	8	5	3	10	10	4	7
61789	10	2	9	6	8	7	1	9	4	3	7	10	6	7	6	2	9	4	6	4
61790	10	6	6	2	2	7	9	10	4	7	10	8	4	9	5	9	6	1	1	1
61791	4	7	9	3	1	3	2	2	10	7	7	1	6	4	5	4	8	4	3	8
61792	2	8	8	5	2	5	5	4	9	7	5	3	3	10	5	6	5	8	7	1
61793	8	3	5	9	5	3	5	4	2	10	6	5	10	6	1	6	6	5	2	10
61794	10	7	8	3	1	3	8	1	7	6	9	10	5	4	10	9	4	9	3	7
61795	1	1	6	6	8	1	3	8	4	9	6	10	3	5	1	10	1	1	2	10
61796	6	2	6	10	4	7	9	8	5	1	4	6	10	1	7	3	8	10	9	7
61797	2	4	1	10	5	10	9	8	10	5	4	9	8	6	7	8	8	8	3	6
61798	1	5	2	2	4	7	10	1	6	4	4	2	3	3	3	7	10	2	1	6
61799	1	3	2	6	1	10	3	5	9	6	9	10	10	5	8	3	4	7	5	5
61800	7	1	10	1	7	8	5	9	10	1	9	10	7	2	8	6	2	5	2	9
61801	4	9	6	2	1	6	5	9	2	10	10	1	4	6	10	2	5	1	9	7
61802	2	9	1	9	8	4	4	9	7	7	6	3	10	4	1	8	10	10	8	8
61803	4	8	1	2	4	10	8	4	2	10	3	8	9	8	10	7	8	5	5	6
61804	8	6	9	9	1	3	3	1	3	5	2	4	4	5	8	10	1	1	7	8
61851	10	1	5	1	6	3	10	10	8	6	3	7	7	4	4	6	7	10	6	5
61852	4	6	7	10	3	4	8	10	10	8	3	8	8	4	5	10	7	7	8	5
61853	9	5	7	4	4	2	5	7	2	4	4	10	7	4	10	10	10	6	5	9
61854	5	10	9	2	10	4	10	2	8	8	5	8	1	9	9	3	1	4	2	2
61855	3	3	2	4	2	9	4	10	5	3	4	1	5	8	5	1	1	9	9	2
61856	1	5	10	9	9	4	9	3	9	6	10	2	8	5	1	6	1	4	9	1
61857	9	8	8	10	7	10	9	3	4	8	10	6	8	3	7	6	7	1	6	10
61858	4	6	2	8	9	7	4	7	4	5	3	3	7	8	10	8	7	8	3	5
61859	7	8	10	7	4	5	6	8	4	5	4	4	1	1	5	4	9	8	5	4
61860	5	10	7	8	10	1	8	1	5	3	8	6	9	7	3	1	10	1	10	8
61861	2	3	2	8	10	2	4	7	2	5	2	3	5	2	3	6	3	2	5	9
61866	3	5	3	2	2	7	10	2	3	7	10	2	5	5	9	9	1	4	6	2
61869	4	6	7	8	5	4	7	5	10	1	4	5	10	3	5	9	3	3	3	7
61870	4	6	6	3	8	2	8	8	6	2	5	7	2	3	8	8	2	4	10	7
61871	7	4	8	10	9	8	1	9	4	3	10	6	10	3	2	3	2	8	9	6
61872	9	3	6	9	2	4	8	5	8	8	10	6	8	10	1	1	10	3	3	6
61873	5	6	3	5	9	9	8	6	1	6	9	9	4	5	8	5	7	9	3	7
61874	2	9	4	3	9	4	5	8	1	1	6	3	7	9	1	1	5	8	8	10
61875	1	5	1	4	7	6	3	9	6	3	10	3	7	8	6	5	3	5	1	7
61876	5	1	8	1	1	4	2	5	4	6	9	10	7	5	4	10	4	6	8	5
61877	7	5	6	9	4	2	6	8	7	10	3	5	3	8	1	2	9	3	4	6
61878	10	4	3	9	4	4	5	9	9	10	2	9	4	4	3	1	8	9	4	8
61879	9	9	7	7	1	6	6	7	8	10	4	8	7	1	3	7	5	3	1	2
61880	7	4	10	5	7	10	5	7	1	5	3	8	3	5	3	1	10	10	7	8
61881	7	4	8	6	7	7	2	7	9	4	9	4	3	9	5	5	2	6	6	10
61882	5	6	10	3	8	1	10	9	3	3	1	6	4	8	5	4	10	10	1	9
61883	7	1	9	9	10	3	1	5	6	4	7	5	5	1	6	9	2	9	3	5
61884	7	9	6	6	8	9	1	10	5	8	5	1	10	1	10	10	5	1	1	1
61932	9	3	3	6	6	10	2	8	9	7	9	3	6	6	7	6	1	7	7	10
61933	4	3	1	2	9	9	3	4	4	8	4	9	4	5	6	10	5	6	8	7
61934	7	6	7	2	2	3	2	3	4	9	10	7	9	1	6	3	3	2	7	10
61935	5	1	2	1	8	4	7	9	10	2	6	1	1	6	10	4	3	10	3	4
61936	4	1	8	2	9	5	6	2	9	10	3	5	5	5	7	8	5	9	10	8
61937	5	2	5	9	1	2	10	7	1	2	3	3	4	9	10	8	9	8	3	1
61938	7	3	6	8	4	7	6	10	8	5	1	6	8	10	9	9	9	10	5	9
61939	2	10	8	4	4	3	7	1	5	3	6	2	9	5	3	1	6	4	6	2
61940	7	10	9	9	1	8	3	2	1	4	3	7	4	8	5	1	5	3	4	5
61941	4	7	8	7	2	1	9	4	8	6	5	2	9	8	3	1	5	3	6	2
61942	7	10	6	7	1	5	3	5	8	1	2	1	2	10	10	10	5	8	10	7
61947	10	3	4	5	6	2	8	2	9	1	4	3	8	5	7	7	8	2	7	10
61948	7	4	7	6	4	4	7	1	4	2	8	4	8	1	10	2	4	6	1	9
61951	5	1	9	1	5	10	3	4	7	10	6	3	3	3	9	8	4	9	1	5
61952	1	5	3	2	3	7	4	5	4	8	3	10	2	8	8	2	4	8	3	5
61953	9	10	2	5	6	8	7	3	10	3	4	9	3	5	7	2	2	1	7	10
61954	7	9	7	8	5	4	4	7	2	3	6	9	7	5	6	6	7	9	1	3
61955	6	10	10	5	8	5	7	10	10	1	1	8	6	8	6	2	10	4	2	2
61956	9	8	7	8	2	9	2	4	2	4	9	5	3	7	7	3	5	9	1	10
61957	10	7	1	7	3	10	3	6	1	1	9	4	9	6	4	5	4	4	3	5
61958	3	3	5	6	6	1	10	8	9	6	10	6	5	10	10	5	10	8	6	6
61959	7	10	1	8	4	10	6	7	2	5	5	4	5	4	10	1	6	9	9	4
61960	7	10	2	8	7	4	10	9	3	4	10	7	7	6	4	4	2	5	8	2
61961	10	5	2	4	10	7	9	10	5	7	4	7	10	3	2	2	3	2	2	3
61962	4	7	10	4	6	3	5	2	10	8	2	7	4	3	8	3	6	10	4	10
61963	1	1	9	1	7	3	1	9	9	9	1	5	10	8	4	7	9	10	8	6
61964	8	1	9	8	2	3	9	1	1	5	10	2	5	10	7	5	8	8	9	9
61965	9	2	10	3	5	5	4	3	1	3	1	6	9	3	7	8	1	3	9	4
61966	9	4	3	2	5	4	4	5	1	2	3	5	6	2	2	6	9	5	10	8
62014	10	8	9	8	10	10	7	3	5	10	8	10	3	6	1	3	10	2	1	4
62015	2	6	10	3	3	2	7	9	6	3	1	7	6	6	10	3	2	9	6	4
62016	9	2	3	3	7	6	4	10	2	6	10	4	6	5	7	8	10	1	5	9
62017	6	2	3	6	7	3	7	7	7	9	6	10	9	10	4	9	2	9	3	2
62018	10	4	2	7	3	3	4	5	5	1	4	10	9	3	10	2	7	1	1	7
62019	5	4	6	1	6	6	4	10	5	9	6	3	2	8	5	9	5	1	10	1
62020	7	1	1	10	8	7	10	10	4	8	1	2	7	3	9	9	9	3	1	9
62021	3	7	6	6	7	3	3	4	8	8	3	3	7	3	3	2	5	7	2	3
62022	5	5	6	4	3	7	7	7	2	6	10	7	1	6	4	4	10	6	9	9
62023	7	10	8	3	4	3	3	7	9	9	8	8	8	5	4	5	10	7	10	7
62029	4	8	2	6	8	5	9	5	9	2	4	7	1	6	8	3	5	10	3	4
62030	3	10	5	4	3	1	9	1	7	2	3	7	10	1	9	3	2	9	10	2
62031	2	8	2	4	5	3	5	7	9	5	8	8	4	2	10	10	10	8	6	5
62032	7	2	8	8	7	1	8	2	4	8	6	2	8	3	10	10	3	4	8	2
62033	3	10	9	1	10	8	1	2	8	1	4	10	1	4	8	6	9	9	4	8
62034	4	4	8	2	8	8	7	7	10	2	9	10	6	7	3	8	8	8	4	3
62035	3	8	4	1	6	7	1	7	4	9	2	3	9	7	8	9	6	7	4	7
62036	2	3	8	3	5	9	3	9	10	2	10	2	5	8	8	9	1	1	7	4
62037	9	7	8	3	5	5	9	4	10	3	8	6	8	2	1	7	5	5	4	1
62038	3	8	7	7	10	7	7	9	8	4	10	7	4	1	2	7	9	7	6	9
62039	3	3	4	10	7	9	2	7	8	8	5	2	2	1	4	10	4	8	1	10
62040	8	2	1	8	8	1	3	9	9	7	2	5	1	9	8	10	9	2	9	6
62041	3	2	10	4	1	1	5	8	2	8	3	5	9	6	2	4	1	1	9	4
62042	2	6	7	2	8	4	7	9	6	5	4	9	10	6	5	2	1	1	1	3
62043	2	4	6	10	8	4	7	9	5	10	9	1	9	9	4	6	4	2	6	7
62044	8	10	3	3	5	1	5	6	6	5	10	7	10	6	6	5	2	9	3	10
62045	8	3	6	2	8	9	8	9	3	3	3	10	10	8	1	9	5	9	7	5
62046	4	2	3	6	2	9	8	3	5	7	7	7	3	4	7	6	7	10	7	4
62047	8	4	2	5	3	10	6	1	8	1	9	8	7	2	10	4	6	10	8	6
62094	8	2	10	6	9	1	7	2	7	2	3	3	6	3	10	7	10	2	2	6
62095	9	10	6	3	7	6	10	8	8	1	6	1	1	8	6	2	9	10	9	2
62096	3	3	1	1	9	3	9	8	8	8	3	5	9	10	2	5	9	7	4	2
62097	6	4	4	4	8	10	10	3	4	8	10	4	3	1	7	2	3	2	7	10
62098	9	10	7	2	10	8	8	2	8	1	3	4	4	9	10	8	3	8	10	2
62099	3	7	10	3	1	3	4	5	4	1	7	6	5	6	10	9	1	5	2	8
62100	7	1	8	8	10	7	2	5	3	5	10	2	10	9	10	5	8	6	1	5
62101	5	8	6	6	4	7	1	2	4	6	1	4	8	2	4	3	3	2	5	1
62102	1	9	9	8	9	1	9	10	6	1	2	2	4	9	4	8	1	5	4	2
62103	4	8	9	5	5	1	4	1	1	6	1	4	1	8	9	6	1	7	10	10
62104	7	3	9	4	3	9	4	6	1	5	8	4	1	9	6	2	3	5	8	3
62109	9	2	2	9	9	10	6	6	6	1	5	9	9	4	5	4	4	4	8	10
62110	7	8	8	5	8	10	4	8	5	5	5	3	4	5	8	1	3	1	7	9
62111	1	5	5	6	3	10	9	5	3	2	7	1	4	7	6	9	4	8	6	1
62113	1	4	5	3	3	5	7	10	5	5	8	10	4	10	7	8	8	4	9	4
62114	6	3	4	5	7	7	1	5	10	5	2	5	1	6	9	5	4	4	4	5
62115	4	5	7	4	10	4	10	7	4	10	7	2	10	10	3	6	10	6	3	3
