HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
9759	9	7	2	3	5	8	2	2	5	10	4	5	1	1	4	1	1	9	9	4
9760	2	6	7	2	9	3	1	6	6	1	9	6	7	1	8	10	7	1	9	8
9761	10	8	6	5	9	1	3	1	4	5	4	4	2	3	8	9	6	3	2	9
9762	6	8	2	7	6	8	9	8	5	10	9	5	4	1	1	10	4	3	8	3
9763	9	2	9	6	9	10	7	9	2	4	5	10	10	5	6	7	1	7	9	1
9764	9	1	2	5	10	4	10	4	8	10	10	2	1	1	3	2	4	9	6	2
9765	1	10	3	8	9	4	4	1	1	4	2	6	5	7	7	1	6	10	4	4
9766	6	4	4	4	6	5	8	5	9	3	2	4	1	7	5	9	5	6	2	7
9767	8	7	1	5	5	2	9	7	9	6	7	8	1	10	3	6	10	7	1	9
9768	4	7	3	9	4	5	10	3	8	2	5	4	7	3	5	4	10	4	9	9
9769	10	7	5	9	8	7	5	1	8	2	5	4	8	6	9	7	4	4	1	2
9770	3	2	1	1	5	5	1	8	6	2	1	5	5	10	8	1	3	3	8	9
9771	6	9	2	8	4	10	7	9	9	7	7	9	2	4	4	3	9	3	5	9
9772	3	5	6	1	8	5	3	2	7	3	4	3	7	1	10	1	7	4	5	6
9773	4	3	6	5	8	6	7	1	6	8	3	1	8	10	10	2	10	2	2	10
9774	5	4	6	9	4	9	9	6	10	1	5	10	9	10	2	10	7	6	6	5
9784	3	2	6	7	4	10	1	1	6	3	5	10	8	4	9	2	2	9	8	9
9785	9	8	6	10	8	7	4	1	6	2	8	3	7	3	7	9	1	1	9	9
9786	8	9	2	8	10	7	1	7	2	4	3	8	10	9	3	7	1	1	8	10
9787	7	6	1	3	10	8	6	1	3	6	5	10	2	4	3	10	1	4	9	5
9790	7	5	3	3	3	7	2	7	10	7	8	5	1	5	2	6	8	2	8	7
9791	6	10	6	2	8	6	1	1	5	10	9	7	3	4	5	4	2	10	4	10
9831	7	2	9	3	5	6	2	7	8	7	5	8	10	3	10	9	10	6	6	6
9833	8	9	10	10	10	7	5	9	10	2	10	4	3	7	10	1	7	2	10	5
9834	2	1	5	9	6	10	10	10	3	10	10	2	5	4	7	6	4	2	10	2
9835	9	1	10	6	3	6	9	10	9	4	5	5	1	6	6	10	2	7	2	2
9836	9	5	2	9	6	9	1	6	3	9	9	4	7	8	4	2	5	2	2	4
9837	7	1	3	8	6	3	7	10	6	4	10	3	4	9	8	7	1	10	3	6
9838	1	9	2	9	5	3	9	10	6	1	10	8	6	8	3	1	1	9	4	8
9839	1	8	3	10	8	4	3	5	9	4	4	8	8	10	9	8	6	7	7	2
9840	3	5	10	7	3	7	4	5	9	9	9	4	3	10	2	8	4	2	10	2
9841	3	6	2	6	1	9	4	5	6	2	10	2	4	7	7	2	5	10	10	1
9842	6	8	1	7	5	8	10	2	1	10	9	8	4	9	8	6	5	6	4	9
9843	7	3	9	3	3	5	8	5	9	4	3	10	2	9	9	6	3	6	10	7
9844	4	10	4	9	3	9	7	8	8	1	7	10	2	7	1	1	8	1	7	2
9845	1	6	2	3	9	8	1	4	3	7	1	4	9	7	1	4	6	2	2	10
9846	8	2	5	8	1	1	7	3	2	6	8	1	5	8	7	7	4	3	10	4
9847	5	2	7	2	4	7	8	6	4	6	5	9	7	10	1	10	5	5	2	3
9848	2	10	9	8	6	2	4	6	4	1	6	1	9	5	2	3	8	6	5	6
9849	9	7	5	1	1	10	7	3	4	2	10	2	8	1	9	8	10	6	3	9
9850	5	2	10	5	3	2	9	7	8	9	4	8	4	9	7	9	4	7	8	10
9851	3	7	1	9	4	9	4	6	8	10	7	8	1	1	2	8	2	5	2	9
9852	2	9	7	8	2	2	7	6	8	5	5	2	2	5	6	10	4	1	10	7
9853	4	5	5	2	5	9	10	6	6	5	8	9	9	2	3	9	10	10	9	2
9854	1	1	10	2	10	7	9	5	5	1	9	8	10	6	5	3	10	1	1	2
9864	7	10	4	6	3	3	6	4	2	1	10	7	5	7	6	5	7	8	5	9
9865	4	6	7	3	9	2	5	2	3	8	2	8	5	9	1	1	9	2	6	3
9866	5	9	4	6	7	5	4	9	5	6	3	10	9	2	2	4	6	2	6	7
9867	8	5	10	8	3	1	8	1	6	3	3	6	6	4	8	2	8	5	2	7
9868	9	9	6	8	10	10	9	10	7	9	4	2	5	9	7	10	1	8	3	6
9871	1	5	8	1	9	8	6	5	9	4	6	2	5	4	1	3	7	9	5	8
9872	7	8	8	4	1	5	1	10	5	4	8	10	3	3	2	2	8	9	2	9
9912	8	5	1	8	2	4	5	7	8	8	1	6	5	7	8	2	3	5	4	1
9913	3	7	1	4	9	6	1	7	10	8	10	7	3	9	4	5	3	1	2	5
9914	2	3	9	4	6	4	3	5	9	2	2	6	1	3	8	1	9	3	3	3
9915	3	4	5	5	10	4	9	1	6	5	8	4	6	5	6	5	3	10	7	9
9916	4	3	9	4	2	1	1	2	10	6	2	8	1	8	4	9	9	4	5	2
9917	5	1	1	4	9	10	7	1	3	1	9	5	10	9	7	1	6	2	9	2
9918	8	6	1	4	5	10	7	7	4	2	6	7	7	5	8	7	3	7	4	7
9919	10	4	5	1	3	9	4	9	4	1	1	3	7	9	3	6	8	10	5	3
9920	1	6	5	2	5	2	5	9	7	1	9	2	8	6	9	7	3	7	8	10
9921	3	7	10	8	9	3	9	10	4	5	10	3	1	6	6	3	2	9	4	3
9922	7	4	3	1	10	3	1	5	5	10	6	1	3	5	4	8	2	8	4	4
9923	2	1	8	3	9	8	9	5	4	3	10	8	2	3	6	9	1	2	6	7
9924	5	1	9	4	3	9	6	4	9	7	1	2	7	10	1	5	9	5	5	3
9925	2	1	9	10	10	1	10	2	1	4	2	2	5	1	3	6	1	1	5	3
9926	10	10	5	9	3	7	8	1	6	1	10	2	8	6	1	4	7	3	6	7
9927	8	4	7	8	1	4	4	10	4	6	6	8	9	10	5	4	3	6	7	4
9928	6	1	1	4	6	9	5	3	4	8	2	10	8	1	1	7	10	6	3	5
9929	1	10	5	8	5	3	8	7	4	3	1	7	3	9	3	5	1	8	9	10
9930	10	9	3	4	5	5	9	6	8	7	10	4	7	6	10	1	3	2	3	1
9931	5	3	2	5	5	5	5	2	2	6	7	5	6	10	2	9	10	10	8	4
9932	8	3	10	5	6	2	5	3	8	7	6	4	9	3	1	1	6	9	3	8
9933	1	3	6	8	3	6	8	9	3	9	8	1	9	5	10	8	7	9	9	5
9934	4	5	2	5	2	2	1	2	7	3	3	3	5	8	7	1	3	3	7	4
9935	10	1	7	10	10	10	8	4	6	5	7	5	1	10	1	7	6	4	8	4
9936	2	4	1	5	4	5	6	10	7	3	9	9	2	7	4	2	5	10	10	5
9946	8	9	1	2	4	9	8	4	2	4	4	5	4	3	9	7	3	6	10	4
9947	7	1	9	6	10	9	5	4	5	7	6	1	10	1	5	8	1	1	7	7
9948	1	7	7	8	1	6	6	5	6	6	10	4	9	3	9	9	3	10	8	2
9949	9	8	4	6	9	9	3	2	3	7	8	2	8	5	8	3	7	7	6	3
9950	6	5	1	5	2	4	1	3	7	9	8	6	2	7	8	5	5	10	3	9
9952	10	8	9	3	5	10	10	10	2	2	5	5	5	7	6	6	7	3	8	10
9953	9	10	7	3	3	9	1	2	6	3	7	3	7	8	4	3	7	4	10	3
9954	6	3	8	3	9	10	9	10	2	1	1	8	5	4	1	2	10	3	6	5
9994	7	9	8	2	8	5	6	2	1	7	10	8	3	3	3	3	6	3	7	5
9995	5	5	3	1	3	6	6	6	4	9	6	2	1	5	5	5	4	1	7	7
9996	3	9	8	5	4	9	7	1	9	6	3	4	2	4	3	10	2	4	4	1
9997	1	6	6	8	6	10	2	4	1	3	2	8	1	8	8	8	1	2	6	2
9998	2	9	2	4	7	2	1	6	8	4	10	7	5	6	5	1	8	10	9	2
9999	1	10	1	8	10	7	6	1	4	6	10	7	2	6	9	7	5	3	6	10
10000	2	6	2	10	7	8	7	3	3	9	2	4	5	10	4	8	4	5	4	8
10001	10	9	2	8	2	4	6	4	4	5	8	2	5	9	9	8	7	7	3	2
10002	6	9	7	7	7	5	3	5	2	2	5	1	7	7	5	9	6	9	4	2
10003	3	7	6	9	10	6	2	7	6	3	2	1	10	7	1	6	6	4	1	7
10004	8	9	2	2	10	6	3	10	8	1	4	10	6	4	4	8	6	7	5	8
10005	9	7	6	10	10	9	10	10	5	7	8	5	9	9	5	9	10	4	5	6
10006	2	9	10	7	9	7	10	4	3	10	9	3	4	7	6	7	3	8	4	6
10007	5	7	10	7	4	7	10	9	8	2	8	10	3	5	5	10	8	7	10	10
10008	6	5	3	4	7	6	5	7	8	7	2	4	9	1	8	5	7	8	1	2
10009	3	10	4	9	8	7	7	7	9	10	2	5	8	9	7	7	3	6	8	1
10010	7	7	10	10	8	1	4	9	8	3	1	7	8	8	4	3	7	2	9	4
10011	5	5	2	6	10	8	2	1	6	6	10	9	7	10	10	7	3	6	5	9
10012	9	4	5	3	2	2	4	8	5	1	4	4	1	4	6	9	10	8	7	8
10013	1	3	10	3	10	6	1	6	2	10	5	2	9	8	5	10	9	9	3	3
10014	3	3	4	7	10	4	4	3	10	7	9	8	6	2	5	4	2	4	6	9
10015	10	6	8	6	4	2	9	5	2	1	10	4	5	7	7	4	3	9	5	8
10016	5	1	1	7	9	10	9	5	3	3	10	2	5	4	3	1	8	9	1	1
10017	2	2	1	5	10	10	7	1	6	10	5	10	4	4	8	2	3	1	10	9
10027	10	1	10	7	2	2	5	3	6	10	5	8	7	8	9	7	6	10	5	7
10028	1	9	7	1	6	4	10	5	7	3	2	9	2	7	3	8	7	5	10	1
10029	5	9	9	2	2	4	3	9	6	1	1	10	9	5	7	3	2	3	3	5
10030	5	8	8	7	4	8	5	4	9	1	6	7	8	2	4	5	10	4	5	10
10031	8	8	1	7	9	9	1	6	9	10	5	7	10	10	7	3	9	3	5	5
10032	3	10	6	4	10	2	3	7	10	10	6	2	4	1	1	6	4	8	5	3
10033	9	6	4	6	7	2	4	10	10	1	7	8	4	1	8	2	7	8	2	2
10034	6	1	6	10	4	2	1	9	10	1	3	4	9	5	4	4	9	3	7	9
10035	1	10	4	6	10	6	7	9	4	1	2	10	9	2	10	2	7	8	10	5
10074	9	8	2	10	2	2	7	5	2	3	1	2	6	7	6	3	10	6	4	10
10075	3	4	10	6	3	9	7	4	7	3	6	1	3	4	6	2	5	7	7	4
10076	3	5	2	9	1	1	5	10	5	3	2	9	1	5	6	1	6	7	6	10
10077	6	3	2	10	9	6	3	6	8	10	5	2	8	4	5	4	6	4	7	6
10078	6	7	7	9	9	10	10	6	2	7	8	2	3	3	4	4	1	6	4	8
10079	10	4	7	8	10	1	1	9	4	9	9	4	10	4	3	4	8	4	10	1
10080	1	7	1	4	9	6	5	4	5	1	4	1	8	8	9	4	6	9	7	4
10081	7	10	9	7	4	6	2	6	7	8	2	9	8	8	5	10	7	5	9	6
10082	6	5	7	4	7	8	10	3	10	6	3	1	1	2	10	1	5	7	3	1
10083	4	5	6	6	10	6	9	2	7	8	9	5	6	1	3	3	3	9	10	3
10084	6	7	8	5	3	5	4	7	1	9	4	8	8	5	5	6	1	8	1	2
10085	3	6	8	6	6	6	10	10	8	8	5	9	5	2	8	8	5	2	3	2
10086	8	2	3	1	5	3	6	3	2	5	9	2	7	5	10	5	8	6	4	6
10087	9	1	7	6	6	10	5	3	6	2	3	8	6	9	2	8	8	5	7	9
10088	3	10	1	2	5	5	3	4	8	7	7	4	6	6	3	2	6	4	6	7
10089	5	4	6	9	5	4	2	6	7	4	1	8	3	8	4	3	10	1	8	4
10090	2	6	5	3	7	10	3	9	10	2	9	1	3	6	3	5	6	1	9	9
10091	7	3	9	4	10	5	7	7	5	4	4	6	5	8	10	2	1	4	4	7
10092	10	8	9	7	7	2	1	2	3	8	1	10	7	6	5	10	8	5	8	10
10093	1	5	6	2	2	9	5	4	3	5	5	7	2	6	7	2	10	3	3	4
10094	1	9	4	3	8	2	7	5	4	1	6	6	7	3	8	7	7	5	4	10
10095	2	10	5	3	2	9	2	6	1	6	1	7	6	1	3	6	1	7	1	2
10096	1	7	8	1	2	3	5	6	3	3	10	3	8	4	9	1	7	6	10	9
10097	7	10	2	6	3	4	5	9	3	6	6	1	6	7	8	1	9	4	1	7
10098	6	3	1	7	3	4	7	3	6	9	6	10	9	10	4	9	5	4	10	3
10107	2	6	5	7	9	6	5	9	6	8	4	10	2	6	3	5	8	7	3	7
10108	9	9	5	1	1	10	2	1	1	1	1	1	1	1	2	8	5	7	9	3
10109	6	10	7	2	9	7	4	2	9	4	8	9	2	4	7	10	3	6	1	1
10110	6	5	6	10	4	1	5	6	7	10	4	2	7	7	7	8	9	5	7	3
10111	6	6	1	9	8	5	4	7	6	8	3	9	4	8	8	3	2	8	9	9
10112	7	7	3	6	2	7	9	8	4	3	5	2	7	8	6	1	3	6	9	4
10113	3	5	9	7	7	4	8	7	8	3	1	1	2	10	10	7	7	6	9	5
10114	8	8	7	8	9	6	1	9	5	2	1	1	5	1	7	8	1	5	8	7
10115	4	1	9	10	10	1	5	1	1	1	5	6	9	9	7	10	7	7	4	7
10116	6	6	10	7	7	3	4	8	1	10	8	7	10	10	2	2	9	3	5	4
10156	4	2	9	9	2	8	3	4	7	4	3	4	7	8	9	4	9	9	1	7
10157	5	3	7	3	9	2	1	3	2	2	9	2	7	4	10	2	5	5	10	4
10158	7	3	2	9	1	1	1	4	9	2	10	8	6	7	3	3	7	5	8	4
10159	6	10	10	1	8	10	10	3	10	5	2	5	3	10	2	1	10	9	4	2
10160	2	6	7	1	9	9	10	10	3	6	8	8	6	10	1	3	4	7	3	5
10161	9	2	1	10	1	8	7	8	8	10	5	5	2	7	7	1	8	3	2	4
10162	2	3	5	1	7	1	1	8	7	5	2	5	2	5	8	5	5	7	6	10
10163	1	4	3	4	6	9	3	4	7	6	6	1	2	3	9	8	5	4	8	9
10164	7	2	8	8	6	10	5	9	10	7	8	6	5	5	2	3	2	4	2	1
10165	4	1	1	1	8	9	10	5	5	10	8	10	10	6	6	6	2	1	1	10
10166	5	3	9	8	9	5	9	2	2	1	9	10	9	10	2	6	9	4	10	8
10167	9	3	9	4	10	1	10	7	7	8	3	6	3	1	8	2	1	9	2	9
10168	1	6	5	6	2	6	8	3	1	9	2	10	4	8	7	3	2	9	2	9
10169	10	1	7	10	10	4	3	2	8	6	4	10	9	4	4	8	10	8	1	5
10170	8	6	2	10	2	9	6	7	9	9	9	3	1	9	10	7	8	6	9	9
10171	3	7	6	7	8	4	4	4	9	10	2	1	9	4	10	5	2	9	10	4
10172	4	1	4	1	4	7	10	2	4	6	10	2	1	3	5	2	1	9	1	6
10173	2	5	1	4	3	7	8	1	3	4	7	6	6	4	10	9	9	8	2	2
10174	2	8	5	3	10	2	3	4	1	1	3	8	2	4	5	1	3	1	1	7
10175	6	4	9	10	5	9	7	8	6	6	4	9	8	4	1	1	2	10	2	10
10176	5	5	6	10	6	7	2	3	10	2	5	8	7	4	1	5	8	4	5	7
10177	2	9	1	1	5	9	6	1	5	8	4	7	2	6	7	4	6	4	8	1
10178	6	8	2	10	6	7	1	2	3	5	4	4	10	7	2	4	6	5	4	1
10179	5	6	6	3	2	4	10	9	10	7	10	9	1	8	6	5	10	3	6	5
10189	7	10	7	6	9	2	10	8	5	2	1	7	6	5	1	9	1	7	1	10
10190	8	4	1	5	7	7	10	10	4	4	8	9	7	5	9	10	7	9	4	5
10191	6	8	9	4	2	2	4	7	2	4	10	10	4	10	4	2	1	10	3	4
10192	9	3	4	6	7	9	4	9	5	7	7	2	2	9	7	7	6	2	2	6
10193	1	3	2	2	10	6	8	8	1	5	9	4	10	7	7	7	7	3	6	9
10194	3	5	3	9	10	5	9	2	6	6	3	10	8	4	7	6	3	2	3	9
10195	9	5	6	8	10	7	7	3	2	8	8	6	5	7	10	2	3	10	10	5
10196	9	10	6	8	1	1	8	6	3	10	9	6	5	5	5	9	8	9	3	10
10197	9	1	5	7	10	10	3	10	9	10	10	1	5	7	9	1	3	7	4	7
10198	9	6	5	5	1	10	4	8	10	10	1	5	4	2	9	2	7	1	2	6
10237	5	5	8	1	7	10	1	9	9	9	1	3	9	10	10	8	5	9	7	9
10238	2	5	8	7	8	4	2	9	8	3	3	7	6	10	4	1	6	7	9	2
10239	8	6	8	6	8	1	5	3	6	4	1	1	3	5	8	1	7	10	5	2
10240	1	10	4	7	10	8	1	5	5	10	7	6	6	10	9	4	6	2	8	5
10241	9	2	4	7	6	5	9	7	5	4	10	7	2	6	5	2	4	4	8	2
10242	2	9	9	10	10	1	7	3	10	2	10	8	8	3	9	7	1	4	1	4
10243	6	1	6	10	2	7	1	9	9	2	3	6	2	7	3	2	7	9	3	9
10244	1	2	3	4	3	3	5	3	3	3	5	9	2	3	9	1	10	7	7	1
10245	6	1	4	3	4	1	2	2	2	10	4	1	6	2	4	2	2	9	1	7
10246	4	9	10	3	1	9	5	7	7	5	4	8	6	5	2	8	3	2	1	2
10247	8	2	1	8	5	6	5	6	3	6	3	2	10	6	5	9	9	4	1	2
10248	7	9	2	7	6	1	4	7	2	4	10	10	7	9	4	9	8	4	9	5
10249	6	3	3	5	9	6	3	4	6	8	4	1	7	4	10	10	7	9	5	5
10250	7	7	6	3	5	5	9	10	6	1	8	10	3	6	4	2	9	2	4	2
10251	1	4	7	3	3	10	10	4	10	4	8	4	5	4	1	10	2	3	8	5
10252	3	4	5	3	6	6	8	2	5	6	4	8	9	2	4	3	4	8	6	4
10253	6	5	3	5	4	7	1	8	7	6	4	10	2	6	3	9	7	2	10	7
10254	9	3	1	10	3	10	10	4	5	10	7	7	7	6	7	10	3	6	4	4
10255	3	7	1	3	9	2	8	4	3	10	10	5	8	8	3	6	2	5	8	3
10256	7	6	5	6	7	9	5	6	3	2	5	10	1	7	10	4	6	1	2	5
10257	8	4	3	10	8	2	7	10	10	6	9	4	1	8	8	7	6	5	1	4
10258	7	2	7	6	8	5	6	4	9	4	8	7	6	7	4	4	10	2	9	6
10259	4	7	4	6	2	10	3	10	9	10	5	7	5	5	5	3	6	2	2	6
10260	10	4	1	6	6	2	2	4	5	5	10	7	4	6	3	7	7	5	5	3
10261	5	8	2	6	9	7	1	8	9	9	1	1	9	1	1	6	9	3	10	9
10270	10	4	4	10	8	5	5	1	1	2	5	7	1	9	7	1	2	8	4	9
10271	7	5	8	6	6	9	10	7	9	4	5	4	1	8	2	4	10	3	3	9
10272	8	4	3	10	5	5	3	5	8	5	9	8	2	8	3	3	7	6	7	1
10273	1	5	4	6	7	9	4	4	4	6	9	1	7	4	1	1	9	2	1	10
10274	7	5	3	6	8	5	2	10	5	2	8	5	9	6	2	5	3	4	7	6
10275	8	3	4	1	5	2	5	2	7	10	1	3	9	8	4	2	8	4	8	10
10276	2	4	8	8	1	5	4	9	10	4	7	2	1	2	6	6	3	8	2	2
10277	9	2	7	3	3	5	1	5	6	1	1	7	5	3	7	2	3	7	6	3
10278	1	6	9	4	3	6	2	5	10	10	3	7	9	3	6	2	2	1	1	5
10279	5	3	4	3	10	5	1	8	5	3	3	3	2	7	1	10	2	6	9	4
10317	5	8	5	2	5	1	4	10	7	8	5	4	2	10	4	9	7	10	4	6
10318	4	6	10	1	9	4	4	10	3	9	3	4	2	10	6	1	1	5	3	2
10319	7	3	9	10	9	5	7	1	2	3	5	5	7	6	9	1	4	3	10	9
10320	7	5	1	10	2	10	10	10	3	1	8	1	9	6	2	8	8	9	6	3
10321	9	3	3	2	6	7	3	10	5	7	4	7	5	5	9	4	7	7	10	1
10322	3	9	9	2	2	2	9	4	1	6	7	2	4	6	8	1	5	2	5	6
10323	6	9	4	8	6	3	6	5	5	3	10	2	1	4	9	7	7	6	5	7
10324	5	8	8	3	4	7	4	6	9	4	7	4	8	7	4	5	2	9	10	10
10325	10	5	9	6	10	5	6	1	8	2	1	2	8	1	8	4	2	5	5	2
10326	2	6	6	4	4	8	4	10	2	10	8	9	4	5	8	10	3	9	6	4
10327	2	5	2	8	10	2	4	2	6	9	4	6	2	1	1	9	3	5	7	7
10328	5	6	1	2	4	6	10	10	8	1	10	10	9	2	5	9	2	1	6	5
10329	7	2	5	5	4	6	8	7	2	5	6	9	2	3	6	10	8	7	3	1
10330	2	4	4	8	6	6	6	8	5	2	4	9	2	3	4	8	9	10	1	2
10331	5	7	1	10	7	1	7	6	3	3	9	8	10	8	10	1	5	5	7	6
10332	2	10	7	10	9	6	4	9	7	1	2	4	7	4	9	4	10	2	4	7
10333	8	9	4	7	9	10	3	9	6	3	2	2	4	7	1	2	3	6	8	5
10334	9	7	7	4	6	2	4	2	2	3	8	4	4	4	7	1	2	8	9	4
10335	4	5	9	6	5	2	3	4	3	8	5	8	1	1	7	7	9	10	1	3
10336	8	8	6	6	10	1	5	5	5	6	1	10	6	6	6	9	6	2	3	3
10337	6	1	9	2	1	8	9	8	10	1	5	10	3	9	2	9	6	2	2	8
10338	3	6	8	5	8	3	2	2	7	8	10	8	1	4	1	7	5	9	1	9
10339	8	7	8	4	10	2	7	2	4	7	9	1	3	10	2	3	4	9	4	5
10340	3	3	8	3	4	8	10	5	8	1	8	1	8	6	8	7	8	6	6	6
10341	10	3	4	10	8	1	6	1	2	7	5	4	4	5	8	6	2	1	5	7
10342	8	5	4	10	2	4	8	4	2	6	8	1	10	2	4	4	5	9	1	8
10351	10	1	2	3	4	5	8	9	2	8	10	1	5	6	6	5	7	6	2	5
10352	2	10	9	4	2	2	1	7	1	7	9	5	6	5	1	10	3	5	7	9
10353	3	10	5	10	10	8	5	3	2	10	8	10	9	3	5	8	5	2	8	5
10354	10	2	7	9	5	2	4	2	6	5	1	8	9	4	2	8	1	7	6	5
10355	1	9	9	10	1	2	7	2	10	10	3	9	8	5	1	6	4	2	1	8
10356	1	6	4	5	10	7	6	3	10	5	2	5	10	4	2	2	4	7	2	4
10357	10	8	2	7	4	1	6	7	8	9	3	1	3	4	1	2	6	1	10	3
10358	3	8	2	5	7	10	3	10	10	10	5	4	3	2	9	9	4	5	4	3
10359	10	7	4	10	9	4	10	4	9	3	2	6	4	3	2	5	8	7	2	6
10360	6	6	9	3	6	7	7	3	3	5	3	10	8	2	8	1	7	5	5	2
10398	3	8	9	1	5	7	1	9	2	10	3	3	4	5	7	10	7	1	3	8
10399	7	10	10	1	7	5	2	7	6	9	9	8	5	4	9	4	10	7	4	6
10400	9	8	7	5	7	5	10	2	9	8	4	6	9	4	7	10	3	9	2	4
10401	3	1	10	5	4	7	2	5	4	9	6	2	1	6	10	1	10	5	9	6
10402	3	7	10	2	4	1	7	3	1	1	2	6	1	10	5	5	9	3	3	8
10403	10	2	9	7	7	4	3	5	5	3	5	10	1	1	6	9	3	10	2	4
10404	7	1	7	8	7	7	5	8	5	2	2	8	1	6	3	6	7	8	9	5
10405	8	6	1	3	3	3	2	4	2	5	2	8	7	5	4	10	8	6	9	1
10406	6	7	3	3	1	6	6	1	8	10	2	10	8	2	4	3	5	3	3	2
10407	6	9	6	1	5	5	2	6	5	6	2	2	5	7	6	9	6	7	5	2
10408	2	6	3	7	10	9	6	10	8	4	10	8	8	9	4	3	2	5	1	1
10409	8	1	5	10	3	2	8	4	2	9	3	3	4	8	2	1	8	5	9	4
10410	2	8	4	4	9	1	3	9	7	1	4	8	4	4	8	1	7	1	7	10
10411	9	5	10	2	2	9	1	2	5	7	9	1	1	7	10	5	3	1	8	8
10412	2	1	5	3	8	10	8	1	9	1	3	8	2	6	7	1	7	5	4	6
10413	2	2	9	6	9	2	5	4	3	5	4	5	10	2	5	6	7	1	4	7
10414	7	2	9	8	5	4	5	3	5	9	10	3	6	2	2	4	7	10	1	1
10415	6	2	5	10	10	3	4	8	8	4	4	2	3	4	8	10	8	10	8	6
10416	3	7	2	7	6	3	5	4	1	8	4	8	3	10	7	7	1	7	2	5
10417	10	2	3	7	3	10	10	3	3	2	4	8	4	1	6	4	8	7	3	7
10418	7	4	5	2	3	3	8	8	6	10	8	10	10	10	8	9	7	10	6	10
10419	4	10	1	2	9	8	8	9	10	2	3	8	4	6	1	1	10	9	2	5
10420	4	1	6	1	1	9	6	2	2	6	5	9	10	8	1	7	4	9	9	1
10421	1	1	2	9	7	8	1	1	1	2	5	2	1	9	8	7	6	4	8	10
10422	3	1	6	6	4	3	8	3	9	5	4	2	9	1	7	2	10	7	1	10
10423	8	1	6	5	10	3	7	4	7	4	6	3	4	9	2	1	3	4	3	3
10424	7	8	5	9	6	7	7	8	10	10	7	7	3	10	7	1	2	9	7	8
10433	2	9	2	6	3	10	6	4	1	4	8	4	8	3	2	10	10	8	4	10
10434	6	7	5	4	7	2	8	4	9	1	3	7	10	7	9	6	4	7	2	5
10435	8	5	6	10	4	4	7	2	4	4	6	2	8	10	6	5	4	3	4	4
10436	10	7	1	6	7	6	5	3	1	7	8	7	9	6	9	2	4	4	2	3
10437	10	1	9	5	8	9	4	6	3	3	8	1	5	2	3	6	10	8	7	5
10438	6	1	9	6	5	4	5	7	6	1	9	2	3	7	3	9	1	2	7	1
10439	8	10	9	7	1	4	1	4	5	8	5	7	8	7	2	6	7	9	1	4
10440	7	1	8	2	6	4	8	2	3	2	8	4	2	10	6	3	4	1	5	10
10441	8	7	5	5	6	7	4	4	1	3	6	9	2	4	3	7	1	8	7	5
10442	2	9	7	6	8	7	3	1	9	9	2	10	9	5	4	7	6	7	1	5
10480	9	8	2	5	6	8	4	2	9	10	6	7	7	9	10	6	7	8	8	7
10481	5	5	3	7	5	5	8	10	5	10	2	1	6	9	9	1	7	4	7	5
10482	5	9	6	3	4	7	4	8	10	4	5	3	2	8	10	8	3	1	8	2
10483	2	6	4	7	6	8	4	3	4	10	10	10	5	9	5	10	5	7	7	10
10484	7	10	3	3	4	7	1	3	9	5	7	1	5	2	8	5	5	5	3	4
10485	8	3	1	6	4	10	1	6	8	7	3	8	2	5	3	5	3	9	3	4
10486	1	1	8	9	2	4	4	2	3	7	1	7	6	4	8	1	10	8	5	7
10487	8	4	1	3	9	5	3	4	5	1	10	8	7	3	4	2	1	7	4	2
10488	10	8	1	10	3	1	7	5	10	7	3	8	6	1	9	10	3	3	5	3
10489	9	6	10	9	10	6	4	1	3	8	2	1	3	2	3	3	4	4	9	10
10490	1	2	5	2	5	10	2	4	1	3	7	4	7	9	1	10	4	6	10	5
10491	4	2	1	9	3	10	2	6	2	9	9	4	7	10	6	10	4	8	2	5
10492	2	9	9	1	2	1	6	3	10	4	7	10	1	4	1	6	2	5	4	5
10493	3	2	5	1	5	2	1	1	7	2	4	9	5	7	2	9	7	3	7	7
10494	2	4	7	7	8	9	5	8	5	3	1	6	9	1	9	10	5	6	1	9
10495	3	1	9	1	2	3	10	7	10	8	8	10	7	1	7	2	3	5	10	1
10496	1	6	8	3	6	7	8	8	3	4	2	5	5	9	6	5	10	7	1	4
10497	8	4	6	2	1	4	2	5	4	3	6	5	1	5	4	7	6	6	8	4
10498	3	1	8	10	4	8	10	5	9	3	1	2	6	7	7	6	8	3	2	9
10499	1	10	3	3	8	4	2	4	5	6	4	9	8	4	8	1	3	10	1	5
10500	1	5	2	6	10	3	5	3	7	7	5	7	6	1	4	6	6	9	10	5
10501	1	10	7	5	6	9	7	5	7	6	7	10	6	2	6	7	1	3	2	1
10502	6	5	6	6	10	2	2	6	5	7	10	1	10	5	2	3	7	3	5	3
10503	6	7	1	9	1	8	7	2	10	5	5	6	6	4	6	2	2	10	4	10
10504	7	1	9	5	5	5	3	4	4	4	8	9	4	4	10	6	1	10	8	3
10505	2	6	2	1	5	2	2	8	10	1	1	3	1	6	5	10	10	7	5	9
10506	4	9	6	3	9	3	9	3	7	6	4	9	2	2	10	1	7	9	5	1
10514	9	1	8	3	7	2	3	8	5	2	6	6	1	1	4	7	10	6	3	2
10515	7	9	8	8	2	5	4	4	3	1	5	10	3	10	1	7	10	8	4	3
